id,Timestamp,SyncStatus,Latitude,Longitude,Radius,F,dF_AOCS,dF_other,F_error,B_VFM,B_NEC,dB_AOCS,dB_other,B_error,q_NEC_CRF,Att_error,Flags_F,Flags_B,Flags_q,Flags_Platform,ASM_Freq_Dev,dst,kp,qdlat,mlt
SW_OPER_MAGA_LR_1B,2014-09-30 04:13:00,0,72.2634916,106.1414065,6831688.07,48585.2608,-0.5337,0.7917,0.0113,{48128.2734;1539.8109;6447.0468},{4855.5932;-29.6684;48339.3055},{-0.2707;-0.0735;1.0207},{-0.1815;0.0106;-0.083},{0.77;0.7694;0.7721},{0.001612885;0.001920524;-0.074064374;0.997250309},1.4031,17,8,4,1,0.0,-25.3001360027,40.0,67.3853759766,0.995338439941
SW_OPER_MAGA_LR_1B,2014-09-30 04:13:20,0,73.5285982,106.7423358,6831579.54,48462.5752,-0.5178,0.7725,0.0121,{47940.1715;1628.0871;6888.8352},{4373.1042;45.6472;48262.2071},{-0.241;-0.107;0.9382},{-0.1818;0.0107;-0.0804},{0.77;0.7694;0.7717},{0.001585109;0.001942015;-0.079416407;0.996838377},1.1725,17,8,4,1,0.0,-25.3334666696,40.0,68.5753707886,1.01725387573
SW_OPER_MAGA_LR_1B,2014-09-30 04:13:40,0,74.7911397,107.4536694,6831478.16,48326.6922,-0.535,0.7946,0.0124,{47735.9456;1764.8615;7306.2823},{3901.2313;168.9093;48166.0551},{-0.2049;-0.0936;0.8145},{-0.1821;0.0107;-0.0779},{0.7699;0.7694;0.7711},{0.001543996;0.00196983;-0.085733053;0.996315},1.2444,17,8,4,1,0.0,-25.3667973366,40.0,69.7580795288,1.04211044312
SW_OPER_MAGA_LR_1B,2014-09-30 04:14:00,0,76.0504133,108.3050772,6831384.02,48180.8381,-0.5297,0.7806,0.1083,{47536.8343;2084.5089;7554.6875},{3557.9483;496.5053;48044.3917},{-0.2579;-0.0133;1.0245},{-0.182;0.0099;-0.0764},{1.076;3.597;1.3268},{0.001486369;0.002010394;-0.093266932;0.995638001},1.1537,17,8,4,1,0.0,-25.4001280035,40.0,70.933555603,1.07045841217
SW_OPER_MAGA_LR_1B,2014-09-30 04:14:20,0,77.3054396,109.3377184,6831297.23,48029.5014,-0.519,0.7574,0.0136,{47305.9598;2054.9746;8032.0707},{3041.2489;439.5985;47928.5768},{-0.2877;-0.0424;1.1576},{-0.1824;0.0105;-0.0735},{0.7758;0.8294;0.8232},{0.001446769;0.002054754;-0.102375281;0.994742674},1.402,17,8,4,1,0.0,-25.4334586705,40.0,72.1017913818,1.10299968719
SW_OPER_MAGA_LR_1B,2014-09-30 04:14:40,0,78.5548145,110.6102777,6831217.86,47878.6615,-0.4882,0.7051,0.0183,{47093.8946;1945.8235;8396.7709},{2653.526;321.9888;47801.4855},{-0.2922;-0.0686;1.2043},{-0.1826;0.0112;-0.0712},{0.7774;1.0839;0.9309},{0.001415955;0.002108802;-0.113562864;0.993527566},1.2469,17,8,16,1,0.0,-25.4667893374,40.0,73.2627868652,1.14060783386
SW_OPER_MAGA_LR_1B,2014-09-30 04:15:00,0,79.796455,112.2091399,6831146.01,47732.8284,-0.4873,0.697,0.0172,{46892.0306;1893.2795;8703.249},{2316.5161;268.3922;47673.4235},{-0.3071;-0.0512;1.2705},{-0.1827;0.0116;-0.0692},{0.7705;0.772;0.7778},{0.001369112;0.002159944;-0.127559214;0.99182766},1.6689,17,8,34,1,0.0,-25.5001200044,40.0,74.4164276123,1.18440246582
SW_OPER_MAGA_LR_1B,2014-09-30 04:15:20,0,81.0271422,114.2662956,6831081.74,47594.642,-0.494,0.7054,0.0246,{46692.0902;1904.8234;9013.4403},{1961.6371;274.0507;47551.0107},{-0.3002;-0.016;1.2611},{-0.1828;0.0119;-0.0672},{0.7709;0.7976;0.8103},{0.001327778;0.00222758;-0.145500598;0.989354765},1.1626,17,8,16,1,0.0,-25.5334506713,40.0,75.5625076294,1.23583889008
SW_OPER_MAGA_LR_1B,2014-09-30 04:15:40,0,82.2416544,116.992382,6831025.11,47462.6403,-0.4892,0.6926,0.0204,{46508.5642;2011.3402;9240.8111},{1656.7113;390.9794;47429.812},{-0.2905;-0.0928;1.2314},{-0.1827;0.0118;-0.0657},{0.7706;1.0808;0.8258},{0.001281241;0.002301876;-0.169151792;0.985586491},1.2201,17,8,16,1,0.0,-25.5667813382,40.0,76.7006454468,1.29685020447
SW_OPER_MAGA_LR_1B,2014-09-30 04:16:00,0,83.4310058,120.7407315,6830976.18,47337.5643,-0.4876,0.6822,0.0157,{46334.1853;2048.8836;9464.3975},{1367.7639;441.5516;47313.4624},{-0.3098;-0.1551;1.3467},{-0.1827;0.0119;-0.0642},{0.7703;0.7708;0.7757},{0.001215276;0.00239291;-0.201455178;0.979494057},1.2085,17,8,16,1,0.0,-25.6001120052,40.0,77.8302230835,1.37004566193
SW_OPER_MAGA_LR_1B,2014-09-30 04:16:20,0,84.5786033,126.1366292,6830935.0,47221.5211,-0.4724,0.6412,0.0123,{46166.1887;2047.4602;9703.4638},{1074.4799;443.9689;47205.028},{-0.3296;-0.1506;1.4443},{-0.1827;0.0121;-0.0627},{0.7702;0.7695;0.7755},{0.001086525;0.00248862;-0.247501964;0.968883586},1.3374,17,8,16,1,0.0,-25.6334426721,40.0,78.9502105713,1.4590473175
SW_OPER_MAGA_LR_1B,2014-09-30 04:16:40,0,85.6512557,134.3361924,6830901.61,47116.3223,-0.4588,0.6025,0.0171,{46009.9514;2108.1733;9918.8096},{760.8912;497.9498;47105.3702},{-0.3121;-0.1133;1.3512},{-0.1828;0.0121;-0.0613},{0.7702;0.7694;0.7746},{0.000865726;0.002592897;-0.316309187;0.948652215},1.2623,17,8,16,1,0.0,-25.6667733391,40.0,80.0589675903,1.56900691986
SW_OPER_MAGA_LR_1B,2014-09-30 04:17:00,0,86.5777409,147.4330613,6830876.03,47023.0065,-0.4492,0.5715,0.0099,{45866.0935;2159.5218;10129.3857},{430.784;508.4811;47016.1929},{-0.2915;-0.0932;1.2933},{-0.1828;0.0122;-0.06},{0.7701;0.7694;0.7744},{0.000498991;0.002693502;-0.422599136;0.906312566},1.2541,17,8,0,1,0.0,-25.700104006,40.0,81.1538925171,1.7074804306
SW_OPER_MAGA_LR_1B,2014-09-30 04:17:20,0,87.2085066,168.1442548,6830858.28,46943.1587,-0.4314,0.5201,0.0122,{45736.6887;2210.5989;10331.2043},{97.2909;429.4439;46939.0172},{-0.3045;-0.0321;1.3519},{-0.1828;0.0122;-0.0587},{0.7702;0.7694;0.7748},{-6.9388e-05;0.002736391;-0.578784731;0.815475777},1.2264,17,8,0,1,0.0,-25.733434673,40.0,82.2306747437,1.88593196869
SW_OPER_MAGA_LR_1B,2014-09-30 04:17:40,0,87.325425,-164.928072,6830848.39,46877.7101,-0.3981,0.444,0.0133,{45621.9604;2253.8901;10530.429},{-123.5905;199.1601;46875.1351},{-0.3082;-0.0147;1.3748},{-0.1829;0.0123;-0.0575},{0.7703;0.7694;0.7751},{-0.000770885;0.002639175;-0.752872432;0.658160727},1.1167,17,8,0,1,0.0,-25.7667653399,40.0,83.282119751,2.12239456177
SW_OPER_MAGA_LR_1B,2014-09-30 04:18:00,0,86.8703623,-141.1119541,6830846.36,46826.463,-0.3818,0.3974,0.013,{45521.3724;2290.9109;10727.8364},{-114.5372;-75.5102;46824.2594},{-0.3167;0.1098;1.3995},{-0.1831;0.0123;-0.0563},{0.7703;0.7694;0.7753},{-0.001347863;0.00242288;-0.872574675;0.488472875},1.2954,17,8,0,1,0.0,-25.8000960069,40.0,84.2956619263,2.44624996185
SW_OPER_MAGA_LR_1B,2014-09-30 04:18:20,0,86.0356221,-125.3261565,6830852.17,46788.5363,-0.354,0.3278,0.0275,{45433.2199;2315.7243;10929.185},{49.1829;-277.4834;46785.7641},{-0.3325;0.0558;1.4921},{-0.1832;0.0124;-0.0551},{0.7703;0.7695;0.7762},{-0.001697942;0.002258862;-0.9314598;0.363833281},1.241,17,8,0,1,0.0,-25.8334266738,40.0,85.2482833862,2.90655136108
SW_OPER_MAGA_LR_1B,2014-09-30 04:18:40,0,85.0081735,-115.5307079,6830865.83,46762.6436,-0.3205,0.2452,0.0172,{45356.3699;2333.0664;11132.1624},{263.7686;-409.2394;46758.2237},{-0.3292;-0.0505;1.5202},{-0.1834;0.0126;-0.0539},{0.7702;0.7694;0.7763},{-0.001909658;0.002193992;-0.959179363;0.282783466},1.0864,17,8,0,1,0.0,-25.8667573408,40.0,86.096244812,3.58322048187
SW_OPER_MAGA_LR_1B,2014-09-30 04:19:00,0,83.8843857,-109.2217497,6830887.3,46747.933,-0.2965,0.1784,0.0137,{45289.3725;2341.4964;11339.8115},{495.2688;-498.7885;46740.8506},{-0.3456;-0.123;1.6241},{-0.1837;0.0127;-0.0527},{0.7703;0.7694;0.7773},{-0.002052933;0.00221318;-0.973335709;0.229365396},1.1594,17,8,0,1,0.0,-25.9000880077,40.0,86.7571182251,4.58331632614
SW_OPER_MAGA_LR_1B,2014-09-30 04:19:20,0,82.7086705,-104.9274057,6830916.56,46744.4708,-0.2553,0.0769,0.0119,{45231.8736;2348.5608;11551.9794},{730.6656;-563.4531;46733.6603},{-0.3505;-0.1087;1.6593},{-0.184;0.0129;-0.0515},{0.7703;0.7694;0.7777},{-0.002158744;0.002235658;-0.981287189;0.192524789},1.3564,17,8,0,1,0.0,-25.9334186746,40.0,87.1001968384,5.9452290535
SW_OPER_MAGA_LR_1B,2014-09-30 04:19:40,0,81.5025572,-101.8561127,6830953.58,46753.3489,-0.2242,-0.0069,0.0131,{45184.3348;2357.2413;11770.2949},{969.0042;-614.7767;46737.604},{-0.3384;-0.1217;1.6212},{-0.1843;0.0131;-0.0503},{0.7703;0.7694;0.7773},{-0.002253475;0.002241445;-0.98613095;0.165938683},1.1355,17,8,0,1,0.0,-25.9667493416,40.0,87.0133895874,7.4315123558
SW_OPER_MAGA_LR_1B,2014-09-30 04:20:00,0,80.2773546,-99.5693125,6830998.32,46775.4763,-0.1916,-0.0914,0.013,{45146.5005;2364.4134;11999.8614},{1215.954;-655.0538;46753.4597},{-0.34;-0.1846;1.6562},{-0.1847;0.0133;-0.0491},{0.7703;0.7695;0.7776},{-0.002344276;0.002215544;-0.989279227;0.146000709},1.1962,17,8,0,1,0.0,-26.0000800085,40.0,86.5278930664,8.66340827942
SW_OPER_MAGA_LR_1B,2014-09-30 04:20:20,0,79.0394656,-97.8109359,6831050.72,46810.1007,-0.1757,-0.1512,0.0126,{45116.5399;2371.0075;12244.2087},{1474.887;-687.0371;46780.3076},{-0.335;-0.1199;1.6284},{-0.1851;0.0135;-0.0478},{0.7702;0.7694;0.7774},{-0.002432531;0.002141325;-0.991433956;0.130568788},1.1433,17,8,0,1,0.0,-26.0334106755,40.0,85.7779769897,9.52694129944
SW_OPER_MAGA_LR_1B,2014-09-30 04:20:40,0,77.7927522,-96.4234988,6831110.73,46854.8105,-0.1507,-0.2194,0.0125,{45091.5543;2375.8713;12503.6629},{1746.1522;-714.9369;46815.3227},{-0.3469;0.0068;1.6721},{-0.1856;0.0137;-0.0465},{0.7703;0.7694;0.7779},{-0.002514195;0.002060614;-0.992970458;0.1183178},1.3388,17,8,0,1,0.0,-26.0667413424,40.0,84.8772735596,10.1090526581
SW_OPER_MAGA_LR_1B,2014-09-30 04:21:00,0,76.5396696,-95.3055848,6831178.28,46906.7201,-0.1368,-0.2726,0.0141,{45067.682;2373.2701;12781.8451},{2034.982;-737.7316;46855.2936},{-0.3504;0.0178;1.7141},{-0.1861;0.014;-0.045},{0.7703;0.7694;0.7784},{-0.002587307;0.002003257;-0.994104334;0.108378342},1.2861,17,8,0,1,0.0,-26.1000720094,40.0,83.8908462524,10.5099916458
SW_OPER_MAGA_LR_1B,2014-09-30 04:21:20,0,75.2818482,-94.3892445,6831253.3,46962.7161,-0.1028,-0.3455,0.0253,{45043.4664;2364.4297;13071.4187},{2335.3368;-756.1227;46897.1306},{-0.3563;-0.0167;1.7737},{-0.1866;0.0143;-0.0435},{0.7704;0.7694;0.7792},{-0.00266276;0.001975347;-0.994964475;0.100173355},1.1235,17,8,0,1,0.0,-26.1334026763,40.0,82.8528442383,10.7965669632
SW_OPER_MAGA_LR_1B,2014-09-30 04:21:40,0,74.0204106,-93.6273823,6831335.71,47021.1658,-0.0753,-0.407,0.0372,{45016.5051;2357.2554;13372.6042},{2645.6403;-777.827;46938.9444},{-0.3682;-0.0563;1.8434},{-0.1872;0.0146;-0.0419},{0.7704;0.7694;0.7801},{-0.002732707;0.001970611;-0.995632714;0.093296023},1.4405,17,8,0,1,0.0,-26.1667333433,40.0,81.7815475464,11.0089712143
SW_OPER_MAGA_LR_1B,2014-09-30 04:22:00,0,72.7561544,-92.9863939,6831425.41,47080.1822,-0.0871,-0.4341,0.015,{44978.747;2342.4054;13705.725},{2989.4929;-796.4608;46977.1224},{-0.3664;0.0042;1.8709},{-0.1877;0.0149;-0.0401},{0.7705;0.7694;0.7803},{-0.002799065;0.001968691;-0.996161954;0.087462287},1.2918,17,8,0,1,0.0,-26.2000640102,40.0,80.6872329712,11.1714439392
SW_OPER_MAGA_LR_1B,2014-09-30 04:22:20,0,71.4896611,-92.4416919,6831522.31,47136.7391,-0.0557,-0.4703,0.0153,{44929.8322;2319.598;14059.9735},{3355.9026;-811.3032;47008.86},{-0.3668;0.0041;1.8745},{-0.1884;0.0153;-0.0382},{0.7704;0.7694;0.7804},{-0.002855096;0.001989775;-0.996588746;0.082454602},1.421,17,8,0,1,0.0,-26.2333946772,40.0,79.5759887695,11.2990341187
SW_OPER_MAGA_LR_1B,2014-09-30 04:22:40,0,70.2213645,-91.9748903,6831626.32,47187.7177,-0.035,-0.5111,0.0152,{44871.5637;2297.9707;14416.2736},{3725.0972;-827.347;47031.9678},{-0.3532;-0.1529;1.8858},{-0.1889;0.0157;-0.0363},{0.7703;0.7695;0.7805},{-0.002906057;0.00202561;-0.996938104;0.078114456},1.0924,17,8,0,1,0.0,-26.266725344,40.0,78.4515838623,11.4014415741
SW_OPER_MAGA_LR_1B,2014-09-30 04:23:00,0,68.9515947,-91.5719755,6831737.31,47229.9349,-0.0373,-0.5676,0.016,{44795.0661;2250.182;14795.3136},{4124.2576;-818.9332;47041.2842},{-0.3433;-0.2618;1.8622},{-0.1895;0.0162;-0.0342},{0.7703;0.7696;0.7803},{-0.002956904;0.002042854;-0.997227143;0.074331071},1.2601,17,8,0,1,0.0,-26.3000560109,40.0,77.3164672852,11.4851303101
SW_OPER_MAGA_LR_1B,2014-09-30 04:23:20,0,67.6806073,-91.2220855,6831855.17,47261.1052,-0.0544,-0.5228,0.016,{44693.9838;2225.1265;15198.8169},{4549.082;-831.6502;47033.1971},{-0.3444;-0.1517;1.9011},{-0.1901;0.0167;-0.0319},{0.7703;0.7694;0.7806},{-0.003014619;0.002007881;-0.997469571;0.071002363},1.3655,17,8,0,1,0.0,-26.3333866779,40.0,76.1722793579,11.554558754
SW_OPER_MAGA_LR_1B,2014-09-30 04:23:40,0,66.4086035,-90.9166743,6831979.79,47280.1042,-0.036,-0.5694,0.0161,{44571.053;2201.3404;15616.7839},{4992.7172;-843.9615;47007.1176},{-0.3415;-0.0266;1.906},{-0.1906;0.0172;-0.0296},{0.7703;0.7694;0.7807},{-0.003075265;0.001935902;-0.997675377;0.068048792},1.1896,17,8,0,1,0.0,-26.3667173448,40.0,75.0201568604,11.6128730774
SW_OPER_MAGA_LR_1B,2014-09-30 04:24:00,0,65.1357434,-90.6489279,6832111.02,47284.8522,-0.0321,-0.6177,0.0173,{44422.5236;2179.2449;16051.675},{5457.0861;-862.8494;46960.0009},{-0.342;0.044;1.9268},{-0.1911;0.0177;-0.0271},{0.7703;0.7694;0.781},{-0.003129543;0.001889911;-0.997851357;0.065416381},1.0886,17,0,0,1,0.0,-26.4000480117,40.0,73.8609466553,11.6623649597
SW_OPER_MAGA_LR_1B,2014-09-30 04:24:20,0,63.8621565,-90.4133484,6832248.72,47272.1222,-0.0522,-0.5661,0.0175,{44249.4112;2138.6596;16491.7026},{5933.9906;-869.0935;46889.1559},{-0.3393;-0.0296;1.9682},{-0.1916;0.0182;-0.0244},{0.7703;0.7694;0.7816},{-0.003183113;0.001893961;-0.998002676;0.063062986},1.2498,17,0,0,1,0.0,-26.4333786787,40.0,72.6952362061,11.7047252655
SW_OPER_MAGA_LR_1B,2014-09-30 04:24:40,0,62.5879487,-90.2054512,6832392.74,47239.7699,-0.0432,-0.5608,0.0193,{44046.7114;2079.7202;16943.151},{6429.8398;-861.0889;46791.282},{-0.3325;-0.0207;1.988},{-0.192;0.0188;-0.0217},{0.7703;0.7703;0.7819},{-0.003228003;0.001917112;-0.998134147;0.060943652},1.1842,17,0,0,1,0.0,-26.4667093456,40.0,71.5235061646,11.7412405014
SW_OPER_MAGA_LR_1B,2014-09-30 04:25:00,0,61.313207,-90.0215423,6832542.94,47186.8436,-0.0519,-0.4768,0.0196,{43813.7143;2033.4372;17399.2707},{6935.0345;-868.7789;46665.4215},{-0.324;-0.0853;2.0184},{-0.1923;0.0194;-0.0189},{0.7703;0.7696;0.7823},{-0.003276423;0.001958727;-0.998248989;0.059028672},1.129,1,0,0,1,0.0,-26.5000400126,40.0,70.3461456299,11.7728891373
SW_OPER_MAGA_LR_1B,2014-09-30 04:25:20,0,60.038004,-89.8585519,6832699.14,47111.3073,-0.0613,-0.3995,0.0194,{43542.5285;1988.0012;17874.1365},{7466.2719;-880.3972;46506.6487},{-0.3323;-0.0129;2.0376},{-0.1925;0.0201;-0.0159},{0.7703;0.7694;0.7826},{-0.003322599;0.001992881;-0.998349964;0.05729169},1.4664,1,0,0,1,0.0,-26.5333706795,40.0,69.1634750366,11.8004465103
SW_OPER_MAGA_LR_1B,2014-09-30 04:25:40,0,58.7624008,-89.7139079,6832861.19,47009.0543,-0.0689,-0.2513,0.0333,{43238.913;1911.3076;18344.4257},{8003.9322;-861.2399;46313.8207},{-0.3078;-0.2129;2.056},{-0.1927;0.0208;-0.0129},{0.7703;0.7695;0.7829},{-0.003366365;0.002023038;-0.998439334;0.05570881},1.2817,1,0,0,1,0.0,-26.5667013465,40.0,67.975769043,11.8245153427
SW_OPER_MAGA_LR_1B,2014-09-30 04:26:00,0,57.486449,-89.5854391,6833028.9,46871.0798,-0.0904,-0.1805,0.0751,{42890.4872;2010.6192;18793.2965},{8508.1717;-1012.4447;46080.4779},{-0.3108;-0.032;2.0335},{-0.1926;0.0209;-0.0099},{0.7731;0.7951;0.7848},{-0.003409039;0.002013304;-0.998519032;0.054259255},1.3706,17,0,0,1,0.0,-26.6000320134,40.0,66.7832870483,11.8455858231
SW_OPER_MAGA_LR_1B,2014-09-30 04:26:20,0,56.2101928,-89.4712997,6833202.09,46697.2055,-0.0511,-0.17,0.0235,{42525.8112;1882.7925;19198.0189},{9001.7515;-934.4522;45811.011},{-0.2893;-0.0132;2.0226},{-0.1925;0.0217;-0.0071},{0.8489;0.9746;0.9892},{-0.003447637;0.002007453;-0.998589927;0.052936206},1.4039,1,0,0,1,0.0,-26.6333626804,40.0,65.5862503052,11.8640518188
SW_OPER_MAGA_LR_1B,2014-09-30 04:26:40,0,54.9336699,-89.3699108,6833380.57,46501.0304,-0.0774,-0.2076,0.0248,{42123.4459;1529.5403;19635.3182},{9561.5913;-639.7783;45502.0501},{-0.2818;-0.1438;2.0214},{-0.1923;0.0233;-0.0038},{0.7708;0.7703;0.7829},{-0.00348159;0.002017082;-0.99865405;0.051709748},1.2053,1,0,0,1,0.0,-26.6666933473,40.0,64.3848953247,11.880238533
SW_OPER_MAGA_LR_1B,2014-09-30 04:27:00,0,53.6569132,-89.2799136,6833564.14,46289.3445,-0.0833,-0.2132,0.0365,{41696.2186;1240.6148;20062.8215},{10108.6516;-404.5463;45169.4817},{-0.2753;-0.1007;2.0336},{-0.1921;0.0247;-0.0006},{0.7701;0.7701;0.783},{-0.003517808;0.001978828;-0.998711705;0.050583004},1.2666,1,0,0,1,0.0,-26.7000240143,40.0,63.1794281006,11.8944129944
SW_OPER_MAGA_LR_1B,2014-09-30 04:27:20,0,52.3799511,-89.2001321,6833752.61,46053.0869,-0.1059,-0.1735,0.0263,{41176.0494;1479.1608;20570.8923},{10691.8466;-705.1379;44788.4334},{-0.274;0.0373;2.0467},{-0.1917;0.0245;0.0029},{0.7701;0.7696;0.7832},{-0.003561647;0.001921033;-0.998764059;0.049537658},1.2005,1,0,0,1,0.0,-26.7333546812,40.0,61.9700469971,11.9068031311
SW_OPER_MAGA_LR_1B,2014-09-30 04:27:40,0,51.1028088,-89.1295436,6833945.77,45786.3036,-0.1126,-0.1862,0.0244,{40637.0684;1470.2759;21042.3561},{11273.0303;-758.9169;44369.5461},{-0.2736;0.0658;2.0857},{-0.1912;0.025;0.0065},{0.7705;0.7707;0.7836},{-0.003601809;0.001883568;-0.998811592;0.048568329},1.132,1,0,0,1,0.0,-26.7666853481,40.0,60.7569618225,11.9175958633
SW_OPER_MAGA_LR_1B,2014-09-30 04:28:00,0,49.8255081,-89.0672541,6834143.41,45489.7901,-0.125,-0.1789,0.0284,{40084.5912;1424.6588;21457.9959},{11806.6839;-774.2745;43923.2559},{-0.2419;-0.0771;2.0927},{-0.1905;0.0256;0.0097},{0.77;0.7696;0.7838},{-0.003635964;0.001884571;-0.99885497;0.047665254},1.2627,1,0,0,1,0.0,-26.8000160151,40.0,59.5403633118,11.9269580841
SW_OPER_MAGA_LR_1B,2014-09-30 04:28:20,0,48.5480686,-89.0124784,6834345.32,45166.0182,-0.1519,-0.1291,0.0269,{39492.8293;1334.1491;21873.1382},{12353.4521;-747.4549;43436.5195},{-0.2459;-0.0446;2.1361},{-0.1898;0.0263;0.0131},{0.77;0.7694;0.7843},{-0.003669817;0.001887097;-0.998894639;0.046823836},1.4834,1,0,0,1,0.0,-26.833346682,40.0,58.3204460144,11.9350261688
SW_OPER_MAGA_LR_1B,2014-09-30 04:28:40,0,47.2705076,-88.9645244,6834551.29,44815.7735,-0.1499,-0.0944,0.027,{38863.6791;1265.7656;22279.9269},{12898.031;-744.1072;42912.3521},{-0.2259;-0.0295;2.1561},{-0.1889;0.027;0.0165},{0.77;0.7694;0.7847},{-0.003707433;0.001891369;-0.998931019;0.046037995},1.3046,1,0,0,1,0.0,-26.866677349,40.0,57.0973968506,11.9419260025
SW_OPER_MAGA_LR_1B,2014-09-30 04:29:00,0,45.9928406,-88.9227791,6834761.1,44438.8113,-0.1381,-0.05,0.0268,{38201.7348;1184.7323;22670.7808},{13434.8188;-729.0219;42352.268},{-0.2181;-0.0967;2.1752},{-0.1879;0.0277;0.0199},{0.7699;0.7694;0.7848},{-0.003735599;0.001903047;-0.9989647;0.045298484},1.0908,1,0,0,1,0.0,-26.9000080159,40.0,55.8713951111,11.947766304
SW_OPER_MAGA_LR_1B,2014-09-30 04:29:20,0,44.7150816,-88.8866976,6834974.54,44036.0949,-0.1412,-0.0134,0.0288,{37507.2058;1105.0297;23045.49},{13963.399;-713.932;41756.6759},{-0.2029;-0.1809;2.2017},{-0.1868;0.0284;0.0233},{0.7699;0.7695;0.7854},{-0.003769414;0.001894566;-0.998995821;0.044604396},1.2312,1,0,0,1,0.0,-26.9333386829,40.0,54.6426124573,11.9526424408
SW_OPER_MAGA_LR_1B,2014-09-30 04:29:40,0,43.4372431,-88.8557939,6835191.4,43609.2165,-0.1185,0.0445,0.0289,{36782.028;1027.5041;23403.4052},{14482.4023;-697.5204;41127.4387},{-0.1942;-0.1519;2.1975},{-0.1855;0.029;0.0267},{0.7698;0.7694;0.7854},{-0.003805284;0.001840419;-0.999024697;0.043952103},1.2788,1,0,0,1,0.0,-26.9666693498,40.0,53.4112205505,11.9566421509
SW_OPER_MAGA_LR_1B,2014-09-30 04:30:00,0,42.1593364,-88.8296328,6835411.45,43158.8489,-0.1182,0.072,0.03,{36026.8885;951.9177;23744.0077},{14990.6438;-680.3832;40465.2743},{-0.1852;-0.0676;2.2074},{-0.1842;0.0297;0.0301},{0.7698;0.7694;0.7855},{-0.003836898;0.001749876;-0.999051632;0.043336512},1.3073,1,0,0,1,0.0,-26.9999999944,40.0,52.1773719788,11.9598426819
SW_OPER_MAGA_LR_1B,2014-09-30 04:30:20,0,40.881372,-88.8078234,6835634.48,42685.147,-0.1279,0.0826,0.0316,{35242.3954;875.4308;24065.7171},{15487.4234;-661.5382;39770.0092},{-0.1736;0.0636;2.2271},{-0.1827;0.0303;0.0334},{0.7698;0.7694;0.7857},{-0.00387352;0.001647408;-0.99907698;0.042748917},1.2178,1,0,0,1,0.0,-26.9888897721,40.0,50.9412155151,11.9623193741
SW_OPER_MAGA_LR_1B,2014-09-30 04:30:40,0,39.6033591,-88.7900135,6835860.28,42189.6439,-0.1123,0.1128,0.0313,{34430.6651;794.8416;24367.9235},{15970.7871;-641.7437;39043.8253},{-0.1483;0.1185;2.2268},{-0.1811;0.0309;0.0367},{0.7697;0.7695;0.7859},{-0.003902015;0.001581042;-0.999100449;0.042196761},1.4899,1,0,0,1,0.0,-26.9777795498,40.0,49.7028923035,11.9641361237
SW_OPER_MAGA_LR_1B,2014-09-30 04:31:00,0,38.3253065,-88.7758847,6836088.61,41674.4199,-0.1265,0.1223,0.0335,{33594.0368;706.9752;24650.096},{16441.0114;-618.556;38288.3388},{-0.1243;-0.0097;2.2578},{-0.1794;0.0316;0.0399},{0.7697;0.7694;0.7864},{-0.003935351;0.001565934;-0.9991224;0.041671218},1.457,1,0,0,1,0.0,-26.9666693275,40.0,48.4625282288,11.9653577805
SW_OPER_MAGA_LR_1B,2014-09-30 04:31:20,0,37.0472221,-88.7651482,6836319.26,41140.6715,-0.143,0.1356,0.035,{32733.195;615.9817;24912.6918},{16896.5517;-593.6287;37505.171},{-0.1036;-0.0727;2.2844},{-0.1776;0.0322;0.0431},{0.7696;0.7694;0.7868},{-0.00395378;0.001571497;-0.999142997;0.041172441},1.118,1,0,0,1,0.0,-26.9555591052,40.0,47.2202377319,11.9660406113
SW_OPER_MAGA_LR_1B,2014-09-30 04:31:40,0,35.7691133,-88.7575416,6836552.0,40589.1497,-0.1328,0.1533,0.0365,{31848.8601;523.845;25155.0801},{17337.8214;-568.2649;36694.4053},{-0.0878;-0.026;2.294},{-0.1756;0.0328;0.0462},{0.7696;0.7694;0.7869},{-0.003974918;0.001590657;-0.999162361;0.040697013},1.2375,1,0,0,1,0.0,-26.9444488828,40.0,45.9761276245,11.9662446976
SW_OPER_MAGA_LR_1B,2014-09-30 04:32:00,0,34.4909867,-88.7528254,6836786.62,40020.3858,-0.1285,0.1661,0.0379,{30942.2073;431.2935;25376.1259},{17762.8376;-541.6361;35857.2476},{-0.0554;-0.1559;2.2808},{-0.1736;0.0335;0.0493},{0.7695;0.7694;0.7869},{-0.00399049;0.001603653;-0.999180551;0.040245888},1.2912,17,0,0,1,0.0,-26.9333386605,40.0,44.7302932739,11.9660158157
SW_OPER_MAGA_LR_1B,2014-09-30 04:32:20,0,33.2128488,-88.7507808,6837022.88,39435.1191,-0.1733,0.1782,0.0383,{30014.7259;340.1859;25574.4663},{18170.4732;-513.5098;34994.6144},{-0.0532;-0.0785;2.3205},{-0.1715;0.034;0.0523},{0.7695;0.7694;0.7875},{-0.0040092;0.00158841;-0.999198127;0.039805869},1.1244,17,0,0,1,0.0,-26.9222284382,40.0,43.4828147888,11.9654111862
